1953 0.12947474101226
1954 0.124153049301323
1955 0.0292108321740099
1956 -0.0185756541132968
1957 0.0654254172185672
1958 0.0536056216108393
1959 -0.0226785246950268
1960 0.0921117342896146
1961 -0.0637442695028416
1962 0.103829536637319
1963 0.0622419605528938
1964 0.0279167083357956
1965 -0.0616284762833257
1966 0.103998832404925
1967 0.0291435478785738
1968 -0.040012434220184
1969 -0.0322617531427569
1970 0.0628740108653983
1971 0.0455050998197285
1972 -0.00319076277147957
1973 -0.202987405676847
1974 0.11844655263214
1975 0.0968645100075804
1976 -0.028674936980319
1977 0.0255026065499648
1978 0.0266906099133517
1979 0.0619986544872359
1980 -0.03168851641719
1981 0.015848902749132
1982 0.127762807390873
1983 0.00371978653510652
1984 0.0423158321880822
1985 0.0926049891441626
1986 0.131630772614948
1987 -0.0502241565935903
1988 0.103064448179405
1989 -0.0494094956073083
1990 0.087060767384991
1991 0.0305403017349864
1992 0.0403169656715931
1993 0.00283479077196039
1994 0.0953089784096327
1995 0.0687635666152047
1996 0.130627737002026
1997 0.0339285310598558
1998 0.111561166711647
1999 0.0533326858058879
2000 -0.120177782571081
2001 -0.0852407958509968
2002 0.0726751266571989
2003 0.0384540764830066
2004 0.0347878107993932
2005 0.0363788060794626
2006 0.0584466257256012
2007 -0.0993666680507835
2008 -0.0011826990588898
2009 0.0478899926615452
2010 0.00277957406613372
2011 0.230757096098861
